Organizationid,GroupId,QuizId,SchemeOfWorkId
13532,8336,5314,8386.0
13533,7976,5314,8386.0
13534,5087,5314,8386.0
13535,457,5314,8386.0
13536,8552,5314,8386.0
13537,4201,5314,8386.0
13538,10343,5314,8386.0
13539,915,5314,8386.0
13540,1630,5314,8386.0
13541,1962,5314,8386.0
13542,3825,5314,8386.0
13543,2794,5314,8386.0
13544,617,5314,8386.0
13545,5234,5314,8386.0
13546,9878,5314,8386.0
13547,9172,5314,8386.0
13548,7275,5314,8386.0
13549,194,5314,8386.0
13550,2093,5314,8386.0
13551,7172,5314,8386.0
13552,4189,5314,8386.0
13553,6092,5314,8386.0
13554,2397,5314,8386.0
13555,340,5314,8386.0
13556,11330,12930,40959.0
13557,7915,12930,40959.0
13558,206,12930,40959.0
13559,5222,14081,8418.0
13560,3478,14081,8415.0
13561,5721,3181,8376.0
13562,5209,14439,8376.0
13563,5180,14439,8376.0
13564,5721,14439,8376.0
13565,3570,14439,8376.0
13566,8438,14439,8376.0
13567,1468,14439,8376.0
13568,9764,14439,8376.0
13569,11745,14439,8376.0
13570,422,14439,8376.0
13571,4198,14439,8376.0
13572,4740,14439,8376.0
13573,11745,606,8376.0
13574,8438,606,8376.0
13575,3570,606,8376.0
13576,1468,606,8376.0
13577,422,606,8376.0
13578,9764,606,8376.0
13579,1468,6182,8376.0
13580,3570,6182,8376.0
13581,5209,6233,8376.0
13582,198,6233,8376.0
13583,6439,6233,8376.0
13584,5445,6233,8376.0
13585,9841,6233,8376.0
13586,9399,6233,8376.0
13587,422,6233,8376.0
13588,6371,6233,8376.0
13589,1875,6233,8376.0
13590,3357,6233,8376.0
13591,9764,3181,8376.0
13592,11745,10682,8376.0
13593,8438,10682,8376.0
13594,3570,10682,8376.0
13595,5209,10682,8376.0
13596,422,10682,8376.0
13597,9856,10682,8376.0
13598,1468,10682,8376.0
13599,9764,10682,8376.0
13600,5180,10682,8376.0
13601,9399,10682,8376.0
13602,4198,10682,8376.0
13603,4740,10682,8376.0
13604,4740,6233,8376.0
13605,6240,13077,8375.0
13606,78,13077,8375.0
13607,9672,13077,8375.0
13608,6139,13077,8375.0
13609,16,13077,8375.0
13610,11745,2518,8376.0
13611,8438,2518,8376.0
13612,5180,2518,8376.0
13613,3570,2518,8376.0
13614,4198,2518,8376.0
13615,1468,2518,8376.0
13616,422,2518,8376.0
13617,11520,17018,8376.0
13618,8438,17018,8376.0
13619,9399,17018,8376.0
13620,4291,17018,8376.0
13621,9856,17018,8376.0
13622,422,17018,8376.0
13623,4198,17018,8376.0
13624,9841,17018,8376.0
13625,5180,17018,8376.0
13626,1875,17018,8376.0
13627,5721,8630,8376.0
13628,11520,8630,8376.0
13629,3570,8630,8376.0
13630,1468,8630,8376.0
13631,6145,8630,8376.0
13632,4291,8630,8376.0
13633,11745,8630,8376.0
13634,359,8630,8376.0
13635,9764,8630,8376.0
13636,11745,6202,8376.0
13637,8438,6202,8376.0
13638,1468,6202,8376.0
13639,5180,6202,8376.0
13640,9841,6202,8376.0
13641,5209,6202,8376.0
13642,1875,6202,8376.0
13643,11520,8829,8376.0
13644,5209,8829,8376.0
13645,4291,8829,8376.0
13646,8438,8829,8376.0
13647,1468,8829,8376.0
13648,9841,8829,8376.0
13649,5180,8829,8376.0
13650,5721,8829,8376.0
13651,4198,8829,8376.0
13652,9856,8829,8376.0
13653,6371,8829,8376.0
13654,1875,8829,8376.0
13655,11520,8940,8376.0
13656,5721,8940,8376.0
13657,11745,8940,8376.0
13658,1468,8940,8376.0
13659,9764,8940,8376.0
13660,3570,8940,8376.0
13661,11520,6560,8376.0
13662,11745,6560,8376.0
13663,4291,6560,8376.0
13664,8438,6560,8376.0
13665,7065,6560,8376.0
13666,5180,6560,8376.0
13667,9841,6560,8376.0
13668,9399,6560,8376.0
13669,3357,6560,8376.0
13670,1875,6560,8376.0
13671,5209,6560,8376.0
13672,4198,6560,8376.0
13673,11745,1417,8376.0
13674,5721,1417,8376.0
13675,1468,1417,8376.0
13676,3570,1417,8376.0
13677,9856,1417,8376.0
13678,35,14699,8374.0
13679,11745,5867,8376.0
13680,8438,5867,8376.0
13681,9399,5867,8376.0
13682,5180,5867,8376.0
13683,422,5867,8376.0
13684,11811,5867,8376.0
13685,6371,5867,8376.0
13686,9841,5867,8376.0
13687,1875,5867,8376.0
13688,11745,3671,8376.0
13689,11745,16618,8376.0
13690,3570,16618,8376.0
13691,1468,16618,8376.0
13692,11745,17018,8376.0
13693,3357,17018,8376.0
13694,11745,2920,8376.0
13695,5209,2920,8376.0
13696,8438,2920,8376.0
13697,3570,2920,8376.0
13698,1468,2920,8376.0
13699,422,2920,8376.0
13700,9764,2920,8376.0
13701,5180,2920,8376.0
13702,5721,2920,8376.0
13703,11745,12268,8376.0
13704,3570,12268,8376.0
13705,1468,12268,8376.0
13706,6145,12268,8376.0
13707,359,12268,8376.0
13708,11745,7784,8376.0
13709,5721,7784,8376.0
13710,3570,7784,8376.0
13711,1468,7784,8376.0
13712,8438,7784,8376.0
13713,422,7784,8376.0
13714,10113,6560,8376.0
13715,11745,11957,8376.0
13716,1468,11957,8376.0
13717,3570,11957,8376.0
13718,8438,11957,8376.0
13719,5721,11957,8376.0
13720,5180,11957,8376.0
13721,9247,11957,8376.0
13722,9399,11957,8376.0
13723,422,11957,8376.0
13724,4740,11957,8376.0
13725,8623,13077,8375.0
13726,5721,17018,8376.0
13727,11745,5431,8376.0
13728,4198,5431,8376.0
13729,3570,5431,8376.0
13730,1468,5431,8376.0
13731,5721,5431,8376.0
13732,422,5431,8376.0
13733,9764,5431,8376.0
13734,9856,5431,8376.0
13735,5180,5431,8376.0
13736,5721,12268,8376.0
13737,11745,12441,8376.0
13738,3570,12441,8376.0
13739,1468,12441,8376.0
13740,11745,6572,8376.0
13741,5721,6572,8376.0
13742,8438,6572,8376.0
13743,9764,6572,8376.0
13744,5209,6572,8376.0
13745,3570,6572,8376.0
13746,1468,6572,8376.0
13747,5180,6572,8376.0
13748,422,6572,8376.0
13749,9841,6572,8376.0
13750,3357,6572,8376.0
13751,198,6572,8376.0
13752,11520,11417,8376.0
13753,11745,11417,8376.0
13754,4291,11417,8376.0
13755,4198,11417,8376.0
13756,8438,11417,8376.0
13757,9841,11417,8376.0
13758,5180,11417,8376.0
13759,9399,11417,8376.0
13760,6371,11417,8376.0
13761,422,11417,8376.0
13762,1875,11417,8376.0
13763,11745,8829,8376.0
13764,11745,9216,8376.0
13765,8438,9216,8376.0
13766,1468,9216,8376.0
13767,1875,9216,8376.0
13768,9841,9216,8376.0
13769,422,9216,8376.0
13770,5180,9216,8376.0
13771,9399,9216,8376.0
13772,4198,9216,8376.0
13773,6240,4477,8375.0
13774,4032,4477,8375.0
13775,6057,4477,8375.0
13776,11811,6560,8376.0
13777,5721,14952,8376.0
13778,1468,14952,8376.0
13779,3570,14952,8376.0
13780,11745,14952,8376.0
13781,9856,606,8376.0
13782,10113,8829,8376.0
13783,9399,7784,8376.0
13784,7013,8630,8376.0
13785,8985,12192,8376.0
13786,9841,11957,8376.0
13787,5666,4477,8375.0
13788,11745,13332,8376.0
13789,9856,13332,8376.0
13790,9764,13332,8376.0
13791,5180,13332,8376.0
13792,3570,13332,8376.0
13793,1468,13332,8376.0
13794,422,13332,8376.0
13795,4198,13332,8376.0
13796,5721,6202,8376.0
13797,11745,11724,8376.0
13798,5209,11724,8376.0
13799,8438,11724,8376.0
13800,9399,11724,8376.0
13801,5180,11724,8376.0
13802,422,11724,8376.0
13803,9841,11724,8376.0
13804,1875,11724,8376.0
13805,1875,6572,8376.0
13806,6371,6572,8376.0
13807,5721,9216,8376.0
13808,5721,12441,8376.0
13809,9856,11724,8376.0
13810,9764,2518,8376.0
13811,5721,6560,8376.0
13812,9764,12441,8376.0
13813,9856,2920,8376.0
13814,9399,2920,8376.0
13815,3108,6202,8376.0
13816,9856,6572,8376.0
13817,4933,11798,8464.0
13818,6483,11798,8464.0
13819,5573,11798,8464.0
13820,412,11798,8464.0
13821,5841,11798,8464.0
13822,811,11798,8464.0
13823,5765,11798,8464.0
13824,10397,11798,8464.0
13825,5685,11798,8464.0
13826,6479,11798,8464.0
13827,4000,11798,8464.0
13828,6715,11798,8464.0
13829,6656,11798,8464.0
13830,2304,11798,8464.0
13831,11758,11798,8464.0
13832,4575,11798,8464.0
13833,7790,11798,8464.0
13834,873,11798,8464.0
13835,6035,11798,8464.0
13836,9532,11798,8464.0
13837,10232,11798,8464.0
13838,9183,11798,8464.0
13839,411,11798,8464.0
13840,10929,11798,8464.0
13841,436,11798,8464.0
13842,6518,11798,8464.0
13843,4589,3816,8464.0
13844,10397,3816,8464.0
13845,5442,3816,8464.0
13846,9052,3816,8464.0
13847,6484,3816,8464.0
13848,4575,3816,8464.0
13849,6925,3816,8464.0
13850,8562,3816,8464.0
13851,1228,3816,8464.0
13852,6715,3816,8464.0
13853,4325,3816,8464.0
13854,412,3816,8464.0
13855,3690,3816,8464.0
13856,6943,3816,8464.0
13857,310,3816,8464.0
13858,8171,11460,8418.0
13859,1891,11460,8425.0
13860,1876,11460,8420.0
13861,8146,11460,8418.0
13862,6705,11460,8425.0
13863,6009,11460,8425.0
13864,4029,11460,8418.0
13865,1968,11460,8425.0
13866,721,11460,8420.0
13867,1053,11460,8418.0
13868,11020,11460,8418.0
13869,3348,11460,8425.0
13870,3344,11460,8415.0
13871,6165,11460,8415.0
13872,1116,11460,8425.0
13873,5303,11460,8418.0
13874,2504,11460,8415.0
13875,5849,11460,8425.0
13876,3772,11460,8425.0
13877,3891,11460,8418.0
13878,4698,11460,8415.0
13879,11168,11460,8420.0
13880,2082,11460,8420.0
13881,9236,11460,8418.0
13882,7480,11460,8420.0
13883,8446,11460,8418.0
13884,4575,11460,8425.0
13885,6559,11460,8420.0
13886,11747,11460,8418.0
13887,7790,11460,8415.0
13888,4787,11460,8425.0
13889,604,11460,8415.0
13890,11566,11460,8418.0
13891,10950,11460,8420.0
13892,8676,11460,8415.0
13893,5070,11460,8415.0
13894,554,11460,8415.0
13895,11513,11460,8420.0
13896,8134,11460,8425.0
13897,4077,11460,8420.0
13898,4674,11460,8425.0
13899,878,1528,8425.0
13900,10106,1528,8425.0
13901,11437,1528,8425.0
13902,11791,1528,8425.0
13903,5574,1528,8425.0
13904,9949,1528,8425.0
13905,6656,1528,8425.0
13906,1876,1528,8420.0
13907,9937,1528,8425.0
13908,918,1528,8425.0
13909,1155,1528,8425.0
13910,5372,1528,8425.0
13911,5064,1528,8420.0
13912,1228,1528,8420.0
13913,7790,1528,8420.0
13914,10187,1528,8425.0
13915,926,1528,8420.0
13916,7336,1528,8420.0
13917,2082,1528,8420.0
13918,6705,1528,8425.0
13919,9952,1528,8425.0
13920,1029,1528,8425.0
13921,11030,1528,8425.0
13922,6559,1528,8420.0
13923,10899,1528,8425.0
13924,19,1528,8420.0
13925,10950,1528,8420.0
13926,3468,1528,8425.0
13927,4447,1528,8425.0
13928,9916,1528,8425.0
13929,11366,1528,8425.0
13930,10959,1528,8425.0
13931,6009,1528,8425.0
13932,8302,1528,8420.0
13933,4249,1528,8425.0
13934,5841,1528,8425.0
13935,11168,1528,8420.0
13936,7000,1528,8420.0
13937,721,1528,8420.0
13938,2650,11798,8464.0
13939,3697,11798,8464.0
13940,1029,11798,8464.0
13941,9488,11798,8464.0
13942,412,7144,8464.0
13943,811,7144,8464.0
13944,4589,7144,8464.0
13945,3925,7144,8464.0
13946,5765,7144,8464.0
13947,10397,7144,8464.0
13948,2650,7144,8464.0
13949,1732,7144,8464.0
13950,6035,7144,8464.0
13951,2824,7144,8464.0
13952,3690,7144,8464.0
13953,9052,7144,8464.0
13954,2757,7144,8464.0
13955,6479,7144,8464.0
13956,4000,7144,8464.0
13957,10711,7144,8464.0
13958,5841,7144,8464.0
13959,2746,7144,8464.0
13960,4933,7144,8464.0
13961,8695,7144,8464.0
13962,6715,7144,8464.0
13963,436,7144,8464.0
13964,2304,7144,8464.0
13965,11809,7144,8464.0
13966,8146,7144,8464.0
13967,1755,7144,8464.0
13968,2795,7144,8464.0
13969,4167,7144,8464.0
13970,878,10365,8425.0
13971,11030,10365,8425.0
13972,6009,10365,8425.0
13973,5765,10365,8425.0
13974,721,10365,8420.0
13975,10106,10365,8425.0
13976,5372,10365,8425.0
13977,1155,10365,8425.0
13978,9952,10365,8425.0
13979,4447,10365,8425.0
13980,1228,10365,8420.0
13981,5881,10365,8420.0
13982,7790,10365,8420.0
13983,10187,10365,8425.0
13984,926,10365,8420.0
13985,11168,10365,8420.0
13986,7336,10365,8420.0
13987,10394,10365,8420.0
13988,6705,10365,8425.0
13989,1876,10365,8420.0
13990,11437,10365,8425.0
13991,6559,10365,8420.0
13992,7000,10365,8420.0
13993,918,10365,8425.0
13994,10232,10365,8425.0
13995,10950,10365,8420.0
13996,3468,10365,8425.0
13997,19,10365,8420.0
13998,2082,10365,8420.0
13999,4741,10365,8425.0
14000,4249,10365,8425.0
14001,11366,10365,8425.0
14002,9488,11507,8464.0
14003,6170,11507,8464.0
14004,4589,11507,8464.0
14005,10397,11507,8464.0
14006,10042,11507,8464.0
14007,6943,11507,8464.0
14008,5442,11507,8464.0
14009,3690,11507,8464.0
14010,6484,11507,8464.0
14011,8562,11507,8464.0
14012,4575,11507,8464.0
14013,6925,11507,8464.0
14014,4000,11507,8464.0
14015,6715,11507,8464.0
14016,1228,11507,8464.0
14017,10686,11507,8464.0
14018,4325,11507,8464.0
14019,4787,11507,8464.0
14020,5841,11507,8464.0
14021,310,11507,8464.0
14022,135,11507,8464.0
14023,5685,14468,8464.0
14024,411,14468,8464.0
14025,6483,14468,8464.0
14026,10397,14468,8464.0
14027,2650,14468,8464.0
14028,1732,14468,8464.0
14029,6035,14468,8464.0
14030,412,14468,8464.0
14031,9532,14468,8464.0
14032,6479,14468,8464.0
14033,4575,14468,8464.0
14034,5836,14468,8464.0
14035,811,14468,8464.0
14036,4933,14468,8464.0
14037,5841,14468,8464.0
14038,4000,14468,8464.0
14039,436,14468,8464.0
14040,10232,14468,8464.0
14041,6715,14468,8464.0
14042,7790,14468,8464.0
14043,10929,14468,8464.0
14044,11575,14468,8464.0
14045,3697,14468,8464.0
14046,5573,14468,8464.0
14047,9183,14468,8464.0
14048,9488,14468,8464.0
14049,11578,1528,8425.0
14050,9472,11507,8464.0
14051,2757,11507,8464.0
14052,5836,11798,8464.0
14053,5841,10365,8425.0
14054,11318,10365,8425.0
14055,3925,10365,8425.0
14056,5685,12205,8464.0
14057,2650,12205,8464.0
14058,412,12205,8464.0
14059,5573,12205,8464.0
14060,9532,12205,8464.0
14061,4933,12205,8464.0
14062,6479,12205,8464.0
14063,6925,12205,8464.0
14064,5849,12205,8464.0
14065,9857,12205,8464.0
14066,5836,12205,8464.0
14067,2746,12205,8464.0
14068,4575,12205,8464.0
14069,6755,12205,8464.0
14070,4000,12205,8464.0
14071,1732,12205,8464.0
14072,6035,12205,8464.0
14073,6582,12205,8464.0
14074,436,12205,8464.0
14075,3697,12205,8464.0
14076,6715,12205,8464.0
14077,8081,11460,8425.0
14078,7467,11460,8418.0
14079,2068,11460,8415.0
14080,5722,11460,8418.0
14081,7000,11460,8420.0
14082,2122,11460,8420.0
14083,2850,11460,8420.0
14084,4249,9987,8425.0
14085,6009,9987,8425.0
14086,11791,9987,8425.0
14087,2012,9987,8420.0
14088,7246,9987,8425.0
14089,4447,9987,8425.0
14090,10950,9987,8420.0
14091,6943,9987,8420.0
14092,9532,9987,8425.0
14093,9949,9987,8425.0
14094,10187,9987,8425.0
14095,1876,9987,8420.0
14096,6484,9987,8425.0
14097,8562,9987,8425.0
14098,310,9987,8425.0
14099,6003,9987,8425.0
14100,7790,9987,8420.0
14101,6656,9987,8425.0
14102,5841,9987,8420.0
14103,11168,9987,8420.0
14104,2082,9987,8420.0
14105,6705,9987,8425.0
14106,4575,9987,8425.0
14107,10899,9987,8425.0
14108,10232,9987,8425.0
14109,5050,9987,8420.0
14110,7336,9987,8420.0
14111,4325,9987,8425.0
14112,9870,9987,8425.0
14113,11370,11507,8464.0
14114,9870,11507,8464.0
14115,9857,11798,8464.0
14116,811,12205,8464.0
14117,10397,12205,8464.0
14118,3348,10365,8425.0
14119,5685,2801,8464.0
14120,411,2801,8464.0
14121,811,2801,8464.0
14122,5765,2801,8464.0
14123,2650,2801,8464.0
14124,412,2801,8464.0
14125,1732,2801,8464.0
14126,6035,2801,8464.0
14127,6755,2801,8464.0
14128,6479,2801,8464.0
14129,4000,2801,8464.0
14130,6925,2801,8464.0
14131,5167,2801,8464.0
14132,9532,2801,8464.0
14133,5849,2801,8464.0
14134,950,2801,8464.0
14135,3697,2801,8464.0
14136,11758,2801,8464.0
14137,4575,2801,8464.0
14138,5836,2801,8464.0
14139,1968,2801,8464.0
14140,873,2801,8464.0
14141,6715,2801,8464.0
14142,9857,2801,8464.0
14143,2304,2801,8464.0
14144,6518,2801,8464.0
14145,4249,7730,8425.0
14146,6009,7730,8425.0
14147,9532,7730,8425.0
14148,3348,7730,8425.0
14149,6484,7730,8425.0
14150,8562,7730,8425.0
14151,2824,7730,8425.0
14152,4575,7730,8425.0
14153,19,7730,8420.0
14154,5841,7730,8420.0
14155,11366,7730,8425.0
14156,6705,7730,8425.0
14157,11437,7730,8425.0
14158,6559,7730,8420.0
14159,7790,7730,8420.0
14160,6715,7730,8420.0
14161,10950,7730,8420.0
14162,310,7730,8425.0
14163,7336,7730,8420.0
14164,4325,7730,8425.0
14165,4447,7730,8425.0
14166,10394,7730,8420.0
14167,6943,7730,8420.0
14168,9870,7730,8425.0
14169,2082,7730,8420.0
14170,6816,8590,28228.0
14171,5881,5574,28237.0
14172,5963,5574,28237.0
14173,4033,1528,8425.0
14174,1029,7144,8464.0
14175,9857,7144,8464.0
14176,3697,7144,8464.0
14177,479,7144,8464.0
14178,3772,11507,8464.0
14179,1755,11507,8464.0
14180,5007,12205,8464.0
14181,11370,3816,8464.0
14182,2757,3816,8464.0
14183,11366,9987,8425.0
14184,1029,9987,8425.0
14185,11437,9987,8425.0
14186,8302,9987,8420.0
14187,10397,2801,8464.0
14188,4933,2801,8464.0
14189,436,2801,8464.0
14190,9183,2801,8464.0
14191,4787,2801,8464.0
14192,10929,2801,8464.0
14193,353,11507,8464.0
14194,7780,11460,8425.0
14195,873,12205,8464.0
14196,2122,1528,8420.0
14197,6003,7730,8425.0
14198,10232,7730,8425.0
14199,3382,1528,8420.0
14200,3772,9987,8420.0
14201,8081,9987,8425.0
14202,5259,9987,8425.0
14203,11578,9987,8425.0
14204,3967,9987,8420.0
14205,5685,9987,8425.0
14206,11570,5574,28237.0
14207,2208,5574,28237.0
14208,6729,2801,8464.0
14209,3772,7730,8420.0
14210,3742,12205,8464.0
14211,411,12205,8464.0
14212,353,3816,8464.0
14213,926,7730,8420.0
14214,9937,10365,8425.0
14215,7438,7730,8425.0
14216,8302,7730,8420.0
14217,3925,3816,8464.0
14218,4077,9987,8420.0
14219,10187,7730,8425.0
14220,10630,7730,8425.0
14221,7000,7730,8420.0
14222,2850,7730,8420.0
14223,11370,7730,8425.0
14224,2122,7730,8420.0
14225,9472,3816,8464.0
14226,9472,10365,8425.0
14227,4933,11507,8464.0
14228,7438,11798,8464.0
14229,1732,11798,8464.0
14230,4033,7144,8464.0
14231,9857,14468,8464.0
14232,10686,14468,8464.0
14233,5007,14468,8464.0
14234,8996,2801,8464.0
14235,7246,7730,8425.0
14236,3382,7730,8420.0
14237,10711,2801,8464.0
14238,6729,1528,8425.0
14239,10394,1528,8420.0
14240,3586,12233,8415.0
14241,11418,12233,8418.0
14242,122,12233,8418.0
14243,11020,12233,8418.0
14244,10842,12233,8415.0
14245,11566,12233,8418.0
14246,7829,12233,8415.0
14247,4698,12233,8415.0
14248,8676,12233,8415.0
14249,1057,12233,8418.0
14250,6987,12512,8419.0
14251,411,12512,8425.0
14252,10647,12512,8425.0
14253,9857,12512,8425.0
14254,811,12512,8425.0
14255,10187,12512,8425.0
14256,3788,12512,8425.0
14257,4029,12512,8419.0
14258,9949,12512,8425.0
14259,7600,12512,8419.0
14260,8695,12512,8425.0
14261,7246,12512,8425.0
14262,5778,12512,8419.0
14263,2281,12512,8425.0
14264,6009,12512,8425.0
14265,8363,12512,8419.0
14266,3891,12512,8419.0
14267,6051,12512,8419.0
14268,6705,12512,8425.0
14269,2224,12512,8419.0
14270,8071,12512,8425.0
14271,4000,12512,8419.0
14272,6838,12512,8419.0
14273,6003,12512,8425.0
14274,9557,12512,8419.0
14275,7810,12512,8419.0
14276,10544,12512,8425.0
14277,762,12512,8419.0
14278,3682,12512,8425.0
14279,10657,12512,8425.0
14280,10971,12512,8419.0
14281,7731,12512,8419.0
14282,8419,12512,8419.0
14283,878,7471,8425.0
14284,11030,7471,8425.0
14285,10647,7471,8425.0
14286,6009,7471,8425.0
14287,5836,7471,8420.0
14288,3925,7471,8425.0
14289,1876,7471,8420.0
14290,3346,7471,8425.0
14291,5064,7471,8420.0
14292,11578,7471,8425.0
14293,3836,7471,8420.0
14294,3788,7471,8425.0
14295,5573,7471,8425.0
14296,9532,7471,8425.0
14297,9949,7471,8425.0
14298,8537,7471,8425.0
14299,5372,7471,8425.0
14300,6943,7471,8420.0
14301,4249,7471,8425.0
14302,10187,7471,8425.0
14303,2082,7471,8420.0
14304,6705,7471,8425.0
14305,9952,7471,8425.0
14306,7790,7471,8420.0
14307,4447,7471,8425.0
14308,4575,7471,8425.0
14309,6559,7471,8420.0
14310,8010,7471,8425.0
14311,4741,7471,8425.0
14312,6180,7471,8420.0
14313,7480,7471,8420.0
14314,2932,7471,8425.0
14315,3468,7471,8425.0
14316,6067,7471,8420.0
14317,1438,7471,8425.0
14318,721,7471,8420.0
14319,5800,7471,8425.0
14320,11791,7471,8425.0
14321,6483,5840,8425.0
14322,811,5840,8425.0
14323,1876,5840,8420.0
14324,10647,5840,8425.0
14325,7427,5840,8425.0
14326,412,5840,8425.0
14327,6582,5840,8420.0
14328,6925,5840,8425.0
14329,411,5840,8420.0
14330,6224,5840,8425.0
14331,8071,5840,8425.0
14332,10106,5840,8420.0
14333,9949,5840,8425.0
14334,6656,5840,8425.0
14335,3697,5840,8425.0
14336,10544,5840,8420.0
14337,8695,5840,8420.0
14338,9669,5840,8425.0
14339,2757,5840,8425.0
14340,19,5840,8420.0
14341,6729,5840,8425.0
14342,8713,5840,8425.0
14343,11366,5840,8425.0
14344,11437,7471,8425.0
14345,8713,7471,8425.0
14346,411,9624,8418.0
14347,3586,9624,8415.0
14348,4029,9624,8418.0
14349,9929,9624,8415.0
14350,5800,9624,8418.0
14351,10619,9624,8418.0
14352,6987,9624,8418.0
14353,3371,9624,8415.0
14354,2224,9624,8418.0
14355,3640,9624,8415.0
14356,2708,9624,8415.0
14357,7633,9624,8415.0
14358,5222,9624,8418.0
14359,9324,9624,8418.0
14360,2244,9624,8415.0
14361,762,9624,8418.0
14362,1057,9624,8418.0
14363,2118,9624,8415.0
14364,5934,16637,8419.0
14365,3369,16637,8419.0
14366,1405,16637,8419.0
14367,6354,16637,8419.0
14368,8792,16637,8419.0
14369,122,16637,8419.0
14370,8146,16637,8419.0
14371,9356,16637,8419.0
14372,7654,16637,8419.0
14373,9552,16637,8419.0
14374,7810,16637,8419.0
14375,11809,16637,8419.0
14376,9966,16637,8419.0
14377,4104,16637,8419.0
14378,5597,16637,8419.0
14379,3179,16637,8419.0
14380,5896,7522,8418.0
14381,3586,7522,8415.0
14382,2118,7522,8415.0
14383,7600,7522,8418.0
14384,6987,7522,8418.0
14385,7829,7522,8415.0
14386,6003,7522,8418.0
14387,10619,7522,8418.0
14388,4698,7522,8415.0
14389,8838,7522,8418.0
14390,6798,7522,8418.0
14391,9929,7522,8415.0
14392,6844,7522,8418.0
14393,6608,7522,8415.0
14394,3621,7522,8415.0
14395,6337,7522,8415.0
14396,11722,13872,8419.0
14397,5934,13872,8419.0
14398,4104,13872,8419.0
14399,8363,13872,8419.0
14400,3098,13872,8419.0
14401,7810,13872,8419.0
14402,8146,13872,8419.0
14403,10619,13872,8419.0
14404,4518,13872,8419.0
14405,4741,4604,8425.0
14406,6729,4826,8425.0
14407,6987,15417,8418.0
14408,10106,4826,8425.0
14409,6483,4826,8425.0
14410,6224,4826,8425.0
14411,811,4826,8425.0
14412,1876,4826,8420.0
14413,4029,15417,8418.0
14414,412,4826,8425.0
14415,10619,15417,8418.0
14416,6479,4826,8420.0
14417,4575,4826,8425.0
14418,10394,4826,8420.0
14419,3697,4826,8425.0
14420,3891,15417,8418.0
14421,9324,15417,8418.0
14422,411,4826,8425.0
14423,2224,15417,8418.0
14424,7790,4826,8420.0
14425,1029,4826,8425.0
14426,9669,4826,8425.0
14427,8695,4826,8425.0
14428,4172,15417,8418.0
14429,8071,4826,8425.0
14430,4787,4826,8425.0
14431,5007,4826,8425.0
14432,10544,4826,8420.0
14433,6003,15417,8418.0
14434,2932,4826,8425.0
14435,1968,4826,8425.0
14436,6067,4826,8420.0
14437,7722,4826,8425.0
14438,7876,4826,8425.0
14439,5800,15417,8418.0
14440,8437,15417,8418.0
14441,5979,15417,8418.0
14442,5192,15417,8418.0
14443,6518,4826,8420.0
14444,1053,7522,8418.0
14445,5303,7522,8418.0
14446,9659,7522,8415.0
14447,11809,13872,8419.0
14448,8328,13872,8419.0
14449,1021,13872,8419.0
14450,9937,4826,8425.0
14451,6644,15417,8418.0
14452,2281,4826,8425.0
14453,3098,15417,8418.0
14454,10647,4826,8425.0
14455,3788,4826,8425.0
14456,8713,4826,8425.0
14457,4589,13465,8464.0
14458,2174,13465,8464.0
14459,10106,13465,8464.0
14460,6559,13465,8464.0
14461,9937,13465,8464.0
14462,7427,13465,8464.0
14463,1228,13465,8464.0
14464,5574,13465,8464.0
14465,5849,13465,8464.0
14466,3465,13465,8464.0
14467,3772,13465,8464.0
14468,918,13465,8464.0
14469,353,13465,8464.0
14470,2082,13465,8464.0
14471,3382,13465,8464.0
14472,6484,13465,8464.0
14473,10899,13465,8464.0
14474,5881,13465,8464.0
14475,7336,13465,8464.0
14476,4851,13465,8464.0
14477,6987,10297,8418.0
14478,2118,10297,8415.0
14479,114,10297,8418.0
14480,1778,10297,8415.0
14481,2703,10297,8418.0
14482,10394,10297,8415.0
14483,9356,10297,8418.0
14484,11020,10297,8418.0
14485,7044,10297,8418.0
14486,2244,10297,8415.0
14487,10619,10297,8418.0
14488,7790,10297,8415.0
14489,2224,10297,8418.0
14490,2068,10297,8415.0
14491,3586,10297,8415.0
14492,3344,10297,8415.0
14493,5597,10297,8418.0
14494,4927,10297,8418.0
14495,11418,10297,8418.0
14496,226,10297,8418.0
14497,19,10297,8415.0
14498,9929,10297,8415.0
14499,6022,10297,8418.0
14500,8363,4585,8419.0
14501,10996,4585,8419.0
14502,10394,7471,8420.0
14503,7654,13872,8419.0
14504,721,4604,8420.0
14505,878,16905,8425.0
14506,6067,16905,8420.0
14507,6009,16905,8425.0
14508,11030,16905,8425.0
14509,3925,16905,8425.0
14510,1876,16905,8420.0
14511,3836,16905,8420.0
14512,9949,16905,8425.0
14513,10187,16905,8425.0
14514,8537,16905,8425.0
14515,5372,16905,8425.0
14516,6943,16905,8420.0
14517,4249,16905,8425.0
14518,7480,16905,8420.0
14519,5800,16905,8425.0
14520,926,16905,8420.0
14521,2082,16905,8420.0
14522,6705,16905,8425.0
14523,9952,16905,8425.0
14524,27,16905,8420.0
14525,6559,16905,8420.0
14526,4741,16905,8425.0
14527,11168,16905,8420.0
14528,5064,16905,8420.0
14529,6180,16905,8420.0
14530,10950,16905,8420.0
14531,2122,16905,8420.0
14532,3788,16905,8425.0
14533,2932,16905,8425.0
14534,3468,16905,8425.0
14535,2850,16905,8420.0
14536,5656,16905,8425.0
